position,publicwww_rank,domain,typeform_indexed_match,indexed_typeform_urls,typeform_form_urls,publicwww_email_candidate_count,publicwww_email_candidates,email_visibility,corporate_status,corporate_exclusion_reason,publicwww_email_query_rows
1055,5522288,milanopsichiatra.com,no,,,1,irenevanelli@gmail.com,showing_email_candidates,not_flagged,,3
1057,5526216,fvpi.ch,no,,,1,ventes@fvpi.ch,showing_email_candidates,not_flagged,,1
1058,5534163,peopleshistorynhs.org,no,,,1,tbc@warwick.ac.uk,showing_email_candidates,not_flagged,,1
1062,5574858,tecnyshop.es,yes,,,2,expansion@tecnyshop.com ; marketing@tecnyshop.com,showing_email_candidates,not_flagged,,6
1074,5622837,kuatro.com.mx,no,,,1,ventas@kuatro.com.mx,showing_email_candidates,not_flagged,,7
1075,5636434,sagawaclinic.com,no,,,1,covid-19@sagawaclinic.com,showing_email_candidates,not_flagged,,1
1084,5660378,faberlab.org,no,,,1,info@faberlab.org,showing_email_candidates,not_flagged,,7
1087,5700306,clcvecta.nl,no,,,1,info@clcvecta.nl,showing_email_candidates,not_flagged,,1
1109,5793609,lafayetteinstrument.com,no,,,6,brian@lafayetteinstrument.com ; info@lafayetteinstrument.com ; market@lafayetteinstrument.com ; polygraph@lafayetteinstrument.com ; sales@lafayetteinstrument.com ; techsupport@alzet.com,showing_email_candidates,not_flagged,,3
1111,5806717,lezu.com,no,,,2,info@lezu.com ; patricia@lezu.com,showing_email_candidates,not_flagged,,2
1123,5852261,modulservis.cz,yes,,,1,obchod@modulservis.cz,showing_email_candidates,not_flagged,,1
1124,5855685,webforce.be,yes,,,1,support@webforce.be,showing_email_candidates,not_flagged,,6
1125,5857895,garkaneenergy.com,no,,,4,bryant.shakespear@garkane.com ; fsr@garkane.com ; info@garkane.com ; james.clegg@garkane.com,showing_email_candidates,not_flagged,,3
1168,6089030,darveen.com,no,,,1,sales@darveen.com,showing_email_candidates,not_flagged,,7
1172,6132695,tuclase.cl,yes,,,1,contacto@tuclase.cl,showing_email_candidates,not_flagged,,2
1181,6175011,creativezinkin.com,no,,,1,info@creativezinkin.com,showing_email_candidates,not_flagged,,5
1182,6185679,react-studios.com,no,,,1,reactstudiosllc@gmail.com,showing_email_candidates,not_flagged,,3
1186,6193936,victoriabauman.com,no,,,1,hello@victoriabauman.com,showing_email_candidates,not_flagged,,2
1187,6195227,symetri.co.uk,no,,,3,henrik.munk.madsen@symetri.com ; info@symetri.co.uk ; support@symetri.co.uk,showing_email_candidates,not_flagged,,7
1189,6206408,valipac.be,no,,,2,customer@valipac.be ; info@valipac.be,showing_email_candidates,not_flagged,,3
1191,6211081,theitalianacademy.com,no,,,1,info@theitalianacademy.com,showing_email_candidates,not_flagged,,7
1194,6229994,roscolive.com,no,,,1,videomatics@roscovision.com,showing_email_candidates,not_flagged,,7
1196,6248706,astonmartinbrussels.com,no,,,1,info@astonmartinbrussels.com,showing_email_candidates,not_flagged,,3
1197,6252944,medicalfitness.ch,no,,,1,info@medicalfitness.ch,showing_email_candidates,not_flagged,,1
1201,6258584,ausproof.com.au,yes,,,3,james.ibell@ausproof.com.au ; john.boulter@ausproof.com.au ; westernaustralia@ausproof.com.au,showing_email_candidates,not_flagged,,1
1205,6292602,amandasanders.com,no,,,1,amanda@amandasanders.com,showing_email_candidates,not_flagged,,6
1224,6351855,expatwealthadvice.com,yes,,,1,info@handyadvice.com,showing_email_candidates,not_flagged,,1
1229,6360859,naturalsmiles.co.uk,no,,,2,info@naturalsmiles.co.uk ; smile@naturalsmiles.co.uk,showing_email_candidates,not_flagged,,1
1231,6361312,charleslevick.com,no,,,1,info@charleslevick.co.uk,showing_email_candidates,not_flagged,,1
1235,6370288,experthairtransplant.com,no,,,1,info.experthairtransplant@gmail.com,showing_email_candidates,not_flagged,,7
1237,6372222,bagnesimmobilier.ch,yes,,,1,info@bagnesimmobilier.ch,showing_email_candidates,not_flagged,,2
1238,6375603,zipxpress.net,no,,,2,pricing@zipxpress.net ; sales@zipxpress.net,showing_email_candidates,not_flagged,,7
1244,6399464,keet.com,no,,,1,info@keet.com,showing_email_candidates,not_flagged,,1
1261,6492398,ingeus.com.sg,no,,,1,contactus@ingeus.com.sg,showing_email_candidates,not_flagged,,7
1262,6492723,odafarm.com,no,,,1,odaagri@gmail.com,showing_email_candidates,not_flagged,,7
1264,6533520,atlassuites.com,yes,,,1,info@atlassuites.com,showing_email_candidates,not_flagged,,1
1265,6536752,eliteayurveda.com,no,,,1,care@eliteayurveda.com,showing_email_candidates,not_flagged,,2
1267,6545561,resgata.com.br,no,,,1,vendas@resgata.com.br,showing_email_candidates,not_flagged,,1
1271,6557776,espressodeck.com,no,,,1,info@espressodeck.com,showing_email_candidates,not_flagged,,6
1273,6562814,linkity.net,no,,,2,antti@linkity.net ; ap@linkity.net,showing_email_candidates,not_flagged,,2
1279,6616956,arturgold.com,no,,,1,aruturgold@arturgold.com,showing_email_candidates,not_flagged,,1
1280,6618164,cityskichampionships.com,yes,,,1,amin@momentumski.com,showing_email_candidates,not_flagged,,3
