position,publicwww_rank,domain,typeform_indexed_match,indexed_typeform_urls,typeform_form_urls,publicwww_email_candidate_count,publicwww_email_candidates,email_visibility,corporate_status,verification_eligible_emails,valid_emails,invalid_emails,risky_emails,unknown_emails,verification_summary
263,693132,freshsparks.com,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
264,694476,hello-tomorrow.org,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
265,703345,diligentiagroup.com,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
266,705319,petvideoverify.com,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
267,708853,supple.com.au,yes,https://form.typeform.com/to/it8wWdEj,https://form.typeform.com/to/it8wWdEj,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
268,710379,sealy.com.tw,yes,https://sealysupport.typeform.com/to/m07SUVYn,https://sealysupport.typeform.com/to/m07SUVYn,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
269,718518,gopodengo.com,yes,https://gemma410384.typeform.com/to/RtOgIMos,https://gemma410384.typeform.com/to/RtOgIMos,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
270,721336,sphericaldefence.com,yes,https://sphericaldefence.typeform.com/to/nKgG2p,https://sphericaldefence.typeform.com/to/nKgG2p,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
271,737440,minifiglabs.com,yes,https://fishntoast.typeform.com/to/NIPrvGbJ,https://fishntoast.typeform.com/to/NIPrvGbJ,1,scientist@minifiglabs.com,showing_email_candidates,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
272,738729,roi-nj.com,yes,https://survey.typeform.com/to/OYn34JB4,https://survey.typeform.com/to/OYn34JB4,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
273,742044,tele-online.com,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
274,743672,creperoyale.com.br,yes,https://form.typeform.com/to/lJStpfFK,https://form.typeform.com/to/lJStpfFK,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
275,771307,growthhit.com,yes,https://form.typeform.com/to/YQpBA9 ; https://growthhit441536.typeform.com/to/YQpBA9,https://form.typeform.com/to/YQpBA9 ; https://growthhit441536.typeform.com/to/YQpBA9,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
276,772074,investinginplace.org,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
277,774944,pikeandrose.com,yes,https://userresearch1.typeform.com/to/LKpC7lQP,https://userresearch1.typeform.com/to/LKpC7lQP,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
278,776107,shedbarber.com,yes,https://shedbarber.typeform.com/to/rmGy0BpO,https://shedbarber.typeform.com/to/rmGy0BpO,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
279,780493,stressrx.com,yes,https://form.typeform.com/to/Uzxnnvpt,https://form.typeform.com/to/Uzxnnvpt,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
280,783988,buildily.com,yes,https://form.typeform.com/to/KOdpznfl,https://form.typeform.com/to/KOdpznfl,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
281,805912,vip4u.ir,yes,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
282,812901,fullcrossfit.com,yes,https://fullcrossfit.typeform.com/to/XbrU0O,https://fullcrossfit.typeform.com/to/XbrU0O,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
283,813679,hmssweblog.wordpress.com,yes,https://form.typeform.com/to/gbqKqpIZ,https://form.typeform.com/to/gbqKqpIZ,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
284,815521,luxurychicagoapartments.com,yes,https://dqixvf8r0og.typeform.com/to/hmVRKsIz ; https://form.typeform.com/to/oSQjrsUu,https://dqixvf8r0og.typeform.com/to/hmVRKsIz ; https://form.typeform.com/to/oSQjrsUu,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
285,819119,sincrolab.es,yes,https://form.typeform.com/to/gXRKz1uO ; https://form.typeform.com/to/Hen8I3Wo ; https://form.typeform.com/to/hkiZJn3Y ; https://form.typeform.com/to/M7Aw2rGh,https://form.typeform.com/to/gXRKz1uO ; https://form.typeform.com/to/Hen8I3Wo ; https://form.typeform.com/to/hkiZJn3Y ; https://form.typeform.com/to/M7Aw2rGh,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
286,820771,verticelearning.com,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
287,829990,roarstore.com.au,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
288,830108,tayble.co,yes,https://tayble.typeform.com/to/uVtdB7,https://tayble.typeform.com/to/uVtdB7,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
289,831244,chartcourse.com,yes,https://vitallearning.typeform.com/to/c2TI4x,https://vitallearning.typeform.com/to/c2TI4x,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
290,835672,betterleadersbetterschools.com,yes,https://danielbauer1.typeform.com/to/JKA5V9VM,https://danielbauer1.typeform.com/to/JKA5V9VM,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
291,837196,cinemacon.com,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
292,838743,dragonflimedia.com,no,,,1,hdhonau@dragonflimedia.com,showing_email_candidates,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
293,842704,joinpalm.com,yes,https://joinpalm.typeform.com/to/ecA1XRJm,https://joinpalm.typeform.com/to/ecA1XRJm,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
294,851369,thirdshelf.com,yes,https://mxn8s362hnh.typeform.com/to/g7gDoUSy,https://mxn8s362hnh.typeform.com/to/g7gDoUSy,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
295,853441,zachbushmd.com,yes,https://seraphic.typeform.com/to/Z7s7ow ; https://zachbushmd.typeform.com/to/x9xJjPaj,https://seraphic.typeform.com/to/Z7s7ow ; https://zachbushmd.typeform.com/to/x9xJjPaj,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
296,865381,hokify.de,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
297,877207,traumaheilung.net,yes,https://form.typeform.com/to/X0ca7d1u,https://form.typeform.com/to/X0ca7d1u,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
298,883650,christiania-belysning.no,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
299,885350,itschool.ro,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
300,889471,immo2.pro,yes,https://immo2.typeform.com/to/wJxsq1,https://immo2.typeform.com/to/wJxsq1,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
301,898076,20k.org,yes,https://dfcto.typeform.com/to/zFoloHNN,https://dfcto.typeform.com/to/zFoloHNN,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
302,904660,reachpersonaltraining.com,yes,https://form.typeform.com/to/olH4z6yE,https://form.typeform.com/to/olH4z6yE,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
303,926847,redcactusevents.co.uk,yes,https://i1mhby07usy.typeform.com/to/YeGBlKnY,https://i1mhby07usy.typeform.com/to/YeGBlKnY,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
304,928164,simpsons247.com,yes,https://simpsons247.typeform.com/to/c3kh7k,https://simpsons247.typeform.com/to/c3kh7k,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
305,929714,thebarefootbeat.com,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
306,930145,theramppeople.co.uk,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
307,931096,unbxd.co.uk,yes,https://unbxdstudios.typeform.com/to/equQNAlw ; https://unbxdstudios.typeform.com/to/KqMmlqJI ; https://unbxdstudios.typeform.com/to/l52AqVYs ; https://unbxdstudios.typeform.com/to/RpksZRsI ; https://unbxdstudios.typeform.com/to/wmbL38Yp,https://unbxdstudios.typeform.com/to/equQNAlw ; https://unbxdstudios.typeform.com/to/KqMmlqJI ; https://unbxdstudios.typeform.com/to/l52AqVYs ; https://unbxdstudios.typeform.com/to/RpksZRsI ; https://unbxdstudios.typeform.com/to/wmbL38Yp,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
308,937534,czstudents.ru,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
309,947200,appskimtn.com,yes,https://llrom1ikm1l.typeform.com/to/NxNeni1d,https://llrom1ikm1l.typeform.com/to/NxNeni1d,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
310,947850,austsuperfoods.com.au,yes,https://jf1erx18pd3.typeform.com/to/GOgwM5Ae,https://jf1erx18pd3.typeform.com/to/GOgwM5Ae,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
311,949484,blujamcafe.com,yes,https://form.typeform.com/to/BXFQPVud,https://form.typeform.com/to/BXFQPVud,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
312,955414,eb-us.com,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
313,960730,hotbudget.com,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
314,965543,manigupta.com,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
315,967946,mysecureadvantage.com,no,,,1,privacy@mysecureadvantage.com,showing_email_candidates,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
316,988572,chiquinho.com.br,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
317,990537,drpaulo.com.br,no,,,1,drpaulo@drpaulo.com.br,showing_email_candidates,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
318,993480,ident.com.br,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
319,1003798,laboitenumerique.fr,yes,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
320,1010806,googone.com,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
321,1021084,nationaltoolhireshops.co.uk,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
322,1035781,justbit.it,no,,,1,info@justbit.it,showing_email_candidates,not_flagged,info@justbit.it,info@justbit.it,,,,valid=1; invalid=0; risky=0; unknown=0
323,1045018,sweetwaternow.com,yes,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
324,1045190,whimsysoul.com,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
325,1046560,pochio.net,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
326,1047574,skiasia.com,yes,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
327,1051571,arabbank.com.jo,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
328,1074573,irishfa.com,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
329,1074601,vanlifecustoms.com,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
330,1102720,directportails.net,yes,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
331,1121864,rentalkharma.com,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
332,1125184,chatham.co.uk,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
333,1133341,weiman.com,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
334,1141105,canadaabroad.com,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
335,1154019,richea30ans.com,yes,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
336,1165376,allegro234.net,yes,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
337,1167364,juvel-5.com,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
338,1171605,europeanlemansseries.com,no,,,1,hospitality@europeanlemansseries.com,showing_email_candidates,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
339,1176485,talentsorter.com,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
340,1186754,strategypeak.com,yes,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
341,1203384,archerandbullglobal.com,yes,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
342,1205214,ion-club.net,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
343,1212945,hotelscan.it,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
344,1222886,bodhik.com,yes,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
345,1226120,soluzionetasse.com,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
346,1235166,kalba.lt,yes,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
347,1237705,syndicom.ch,yes,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
348,1254210,ibuku.com,yes,,,3,press@ibuku.com ; sales@ibuku.com ; work@ibuku.com,showing_email_candidates,not_flagged,press@ibuku.com ; sales@ibuku.com,press@ibuku.com ; sales@ibuku.com,,,,valid=2; invalid=0; risky=0; unknown=0
349,1268871,searchviu.com,no,,,1,info@searchviu.com,showing_email_candidates,not_flagged,info@searchviu.com,info@searchviu.com,,,,valid=1; invalid=0; risky=0; unknown=0
350,1272013,lunchbreak.mx,yes,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
351,1278366,meritis.fr,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
352,1289867,changemediagroup.com,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
353,1294194,phonenumber.com.au,yes,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
354,1296319,ubteam.co.uk,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
355,1296894,my-nurse.jp,yes,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
356,1298796,velux.es,no,,,1,servicio.instalacion@velux.com,showing_email_candidates,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
357,1332843,reiq.com,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
358,1348138,shipbrokers.jp,no,,,9,brokers@tsltanker.co.jp ; operation@shoun-marine.jp ; projects.jp@ssyglobal.com ; sanwa308@sepia.ocn.ne.jp ; ships@ships21.co.jp ; sunbeam@sunbeamship.co.jp ; takashi.kuramoto@seafortnavi.com ; tsc@teraship.co.jp ; univership@univership.com,showing_email_candidates,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
359,1350915,swecon.lt,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
360,1375966,arabbank.com.qa,no,,,1,corporate.businesscenter@arabbank.com,showing_email_candidates,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
361,1385121,monticket.com,yes,,,3,contact-web@pomme-prod.com ; disneyce@pomme-prod.com ; serviceclients@pomme-prod.com,showing_email_candidates,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
362,1397501,pickupalpha.com,no,,,1,squattincassanova@pickupalpha.com,showing_email_candidates,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
363,1398137,ri-okna.cz,yes,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
364,1407151,radrounds.com,yes,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
365,1415801,thehighlyeffectiveteacher.com,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
366,1416717,soxes.ch,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
367,1425049,salonbookingsystem.com,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
368,1439561,tuuulibreria.org,yes,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
369,1442240,gogrit.us,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
370,1449385,powerpeers.nl,yes,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
371,1451386,heathbuildings.com,yes,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
372,1456118,twelve-consulting.com,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
373,1467835,velux.dk,no,,,2,dagslys@velux.com ; service@velux.dk,showing_email_candidates,not_flagged,service@velux.dk,service@velux.dk,,,,valid=1; invalid=0; risky=0; unknown=0
374,1471439,100dayswithoutfear.com,yes,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
375,1483339,macappstudio.com,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
376,1493606,crossfitlionheart.com,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
377,1500793,coloradospringslabordayliftoff.com,yes,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
378,1506840,soprema.ca,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
379,1508686,logement.org,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
380,1510847,treeelves.net,yes,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
381,1512747,rrpl.org,yes,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
382,1514086,centralmarketingintelligence.it,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
383,1516796,soprema.us,no,,,1,salesforce@performanceroofsystems.us,showing_email_candidates,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
384,1524211,izabc.com.mx,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
385,1525765,umoatitres.org,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
386,1532894,tauceramica.com,yes,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
387,1561118,conversionhotel.com,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
388,1572074,nakashima-motors.com,no,,,1,info@nakashima-motors.com,showing_email_candidates,not_flagged,info@nakashima-motors.com,info@nakashima-motors.com,,,,valid=1; invalid=0; risky=0; unknown=0
389,1572902,kthornbloom.com,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
390,1580904,denox.es,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
391,1585402,whenhoundsfly.com,yes,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
392,1600030,armonybikes.com,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
393,1601721,daltonhonda.com.mx,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
394,1607796,tumejoritv-test.azurewebsites.net,yes,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
395,1616907,mysavings.be,yes,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
396,1641448,cafewatercolor.com,yes,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
397,1652665,lenderspender.nl,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
398,1654186,pontoeletronico.me,yes,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
399,1666466,tx3.com,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
400,1674250,workingwa.org,yes,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
401,1676942,lantmannenagro.fi,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
402,1679515,velux.ie,no,,,1,daylight@velux.co.uk,showing_email_candidates,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
403,1686664,mvrq.co,yes,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
404,1686857,illinoismun.org,no,,,2,secgen@illinoismun.org ; secretary@illinoismun.org,showing_email_candidates,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
405,1687519,lemanscup.com,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
406,1694639,kiezblog-berlin.de,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
407,1702157,arabbank.ps,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
408,1716370,impala.in,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
409,1724406,happentoyourcareer.com,yes,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
410,1734535,wp-biz.com,yes,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
411,1740556,ivcm.com,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
412,1747204,cupola.com.br,no,,,1,contato@cupola.com.br,showing_email_candidates,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
413,1749098,askdrmao.com,yes,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
414,1750827,intraceuticals.com,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
415,1751827,interbel.es,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
416,1764617,startupportugal.com,yes,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
417,1766676,trackingwonder.com,yes,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
418,1791254,2020eyesite.com,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
419,1808537,redseajazz.co.il,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
420,1810314,puttysquared.com,yes,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
421,1818101,tieronetraffic.com,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
422,1843381,aerosure-medic.com,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
423,1843391,ianap.gr,yes,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
424,1844505,cotesol-parquet.com,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
425,1852271,renaultshop.fr,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
426,1855452,sweepbright.com,yes,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
427,1858443,funktional.pl,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
428,1860670,velux.ro,no,,,0,,no_email_candidate_in_email_query,not_flagged,,,,,,valid=0; invalid=0; risky=0; unknown=0
